time [s],Lr [g cm^-3],Lc [g cm^-3],Nc [cm^-3],Nr [cm^-3]
     1823.,        0.0000009855,        0.0000000145,     0.598,     0.005
     1824.,        0.0000009856,        0.0000000144,     0.595,     0.005
     1825.,        0.0000009856,        0.0000000144,     0.591,     0.005
     1826.,        0.0000009857,        0.0000000143,     0.588,     0.005
     1827.,        0.0000009858,        0.0000000142,     0.585,     0.005
     1828.,        0.0000009859,        0.0000000141,     0.581,     0.005
     1829.,        0.0000009860,        0.0000000140,     0.578,     0.005
     1830.,        0.0000009860,        0.0000000140,     0.575,     0.005
     1831.,        0.0000009861,        0.0000000139,     0.571,     0.005
     1832.,        0.0000009862,        0.0000000138,     0.568,     0.005
     1833.,        0.0000009863,        0.0000000137,     0.565,     0.005
     1834.,        0.0000009864,        0.0000000136,     0.562,     0.004
     1835.,        0.0000009864,        0.0000000136,     0.558,     0.004
     1836.,        0.0000009865,        0.0000000135,     0.555,     0.004
     1837.,        0.0000009866,        0.0000000134,     0.552,     0.004
     1838.,        0.0000009867,        0.0000000133,     0.549,     0.004
     1839.,        0.0000009867,        0.0000000133,     0.546,     0.004
     1840.,        0.0000009868,        0.0000000132,     0.543,     0.004
     1841.,        0.0000009869,        0.0000000131,     0.540,     0.004
     1842.,        0.0000009870,        0.0000000130,     0.537,     0.004
     1843.,        0.0000009870,        0.0000000130,     0.534,     0.004
     1844.,        0.0000009871,        0.0000000129,     0.531,     0.004
     1845.,        0.0000009872,        0.0000000128,     0.528,     0.004
     1846.,        0.0000009873,        0.0000000127,     0.525,     0.004
     1847.,        0.0000009873,        0.0000000127,     0.522,     0.004
     1848.,        0.0000009874,        0.0000000126,     0.519,     0.004
     1849.,        0.0000009875,        0.0000000125,     0.516,     0.004
     1850.,        0.0000009875,        0.0000000125,     0.513,     0.004
     1851.,        0.0000009876,        0.0000000124,     0.510,     0.004
     1852.,        0.0000009877,        0.0000000123,     0.507,     0.004
     1853.,        0.0000009878,        0.0000000122,     0.504,     0.004
     1854.,        0.0000009878,        0.0000000122,     0.501,     0.004
