time [s],Lr [g cm^-3],Lc [g cm^-3],Nc [cm^-3],Nr [cm^-3]
     1373.,        0.0000008349,        0.0000001651,     6.845,     0.054
     1374.,        0.0000008357,        0.0000001643,     6.811,     0.054
     1375.,        0.0000008365,        0.0000001635,     6.778,     0.053
     1376.,        0.0000008373,        0.0000001627,     6.745,     0.053
     1377.,        0.0000008381,        0.0000001619,     6.713,     0.053
     1378.,        0.0000008389,        0.0000001611,     6.680,     0.053
     1379.,        0.0000008397,        0.0000001603,     6.647,     0.052
     1380.,        0.0000008404,        0.0000001596,     6.615,     0.052
     1381.,        0.0000008412,        0.0000001588,     6.583,     0.052
     1382.,        0.0000008420,        0.0000001580,     6.550,     0.052
     1383.,        0.0000008427,        0.0000001573,     6.518,     0.051
     1384.,        0.0000008435,        0.0000001565,     6.487,     0.051
     1385.,        0.0000008443,        0.0000001557,     6.455,     0.051
     1386.,        0.0000008450,        0.0000001550,     6.423,     0.051
     1387.,        0.0000008458,        0.0000001542,     6.392,     0.050
     1388.,        0.0000008465,        0.0000001535,     6.360,     0.050
     1389.,        0.0000008473,        0.0000001527,     6.329,     0.050
     1390.,        0.0000008480,        0.0000001520,     6.298,     0.050
     1391.,        0.0000008488,        0.0000001512,     6.267,     0.049
     1392.,        0.0000008495,        0.0000001505,     6.236,     0.049
     1393.,        0.0000008502,        0.0000001498,     6.205,     0.049
     1394.,        0.0000008510,        0.0000001490,     6.175,     0.049
     1395.,        0.0000008517,        0.0000001483,     6.144,     0.048
     1396.,        0.0000008524,        0.0000001476,     6.114,     0.048
     1397.,        0.0000008532,        0.0000001468,     6.084,     0.048
     1398.,        0.0000008539,        0.0000001461,     6.053,     0.048
     1399.,        0.0000008546,        0.0000001454,     6.023,     0.047
     1400.,        0.0000008553,        0.0000001447,     5.994,     0.047
     1401.,        0.0000008560,        0.0000001440,     5.964,     0.047
     1402.,        0.0000008567,        0.0000001433,     5.934,     0.047
     1403.,        0.0000008575,        0.0000001425,     5.905,     0.047
     1404.,        0.0000008582,        0.0000001418,     5.875,     0.046
     1405.,        0.0000008589,        0.0000001411,     5.846,     0.046
     1406.,        0.0000008596,        0.0000001404,     5.817,     0.046
     1407.,        0.0000008603,        0.0000001397,     5.788,     0.046
     1408.,        0.0000008609,        0.0000001391,     5.759,     0.045
     1409.,        0.0000008616,        0.0000001384,     5.730,     0.045
     1410.,        0.0000008623,        0.0000001377,     5.702,     0.045
     1411.,        0.0000008630,        0.0000001370,     5.673,     0.045
     1412.,        0.0000008637,        0.0000001363,     5.645,     0.045
     1413.,        0.0000008644,        0.0000001356,     5.617,     0.044
     1414.,        0.0000008650,        0.0000001350,     5.589,     0.044
     1415.,        0.0000008657,        0.0000001343,     5.560,     0.044
     1416.,        0.0000008664,        0.0000001336,     5.533,     0.044
     1417.,        0.0000008671,        0.0000001329,     5.505,     0.043
     1418.,        0.0000008677,        0.0000001323,     5.477,     0.043
     1419.,        0.0000008684,        0.0000001316,     5.450,     0.043
     1420.,        0.0000008690,        0.0000001310,     5.422,     0.043
     1421.,        0.0000008697,        0.0000001303,     5.395,     0.043
     1422.,        0.0000008703,        0.0000001297,     5.368,     0.042
     1423.,        0.0000008710,        0.0000001290,     5.341,     0.042
     1424.,        0.0000008716,        0.0000001284,     5.314,     0.042
     1425.,        0.0000008723,        0.0000001277,     5.287,     0.042
     1426.,        0.0000008729,        0.0000001271,     5.260,     0.042
     1427.,        0.0000008736,        0.0000001264,     5.233,     0.041
     1428.,        0.0000008742,        0.0000001258,     5.207,     0.041
     1429.,        0.0000008748,        0.0000001252,     5.181,     0.041
     1430.,        0.0000008755,        0.0000001245,     5.154,     0.041
     1431.,        0.0000008761,        0.0000001239,     5.128,     0.041
     1432.,        0.0000008767,        0.0000001233,     5.102,     0.040
     1433.,        0.0000008773,        0.0000001227,     5.076,     0.040
     1434.,        0.0000008780,        0.0000001220,     5.050,     0.040
     1435.,        0.0000008786,        0.0000001214,     5.025,     0.040
     1436.,        0.0000008792,        0.0000001208,     4.999,     0.040
     1437.,        0.0000008798,        0.0000001202,     4.974,     0.039
     1438.,        0.0000008804,        0.0000001196,     4.948,     0.039
     1439.,        0.0000008810,        0.0000001190,     4.923,     0.039
     1440.,        0.0000008816,        0.0000001184,     4.898,     0.039
     1441.,        0.0000008822,        0.0000001178,     4.873,     0.039
     1442.,        0.0000008828,        0.0000001172,     4.848,     0.038
     1443.,        0.0000008834,        0.0000001166,     4.823,     0.038
     1444.,        0.0000008840,        0.0000001160,     4.799,     0.038
     1445.,        0.0000008846,        0.0000001154,     4.774,     0.038
     1446.,        0.0000008852,        0.0000001148,     4.750,     0.038
     1447.,        0.0000008858,        0.0000001142,     4.725,     0.037
     1448.,        0.0000008864,        0.0000001136,     4.701,     0.037
     1449.,        0.0000008869,        0.0000001131,     4.677,     0.037
     1450.,        0.0000008875,        0.0000001125,     4.653,     0.037
     1451.,        0.0000008881,        0.0000001119,     4.629,     0.037
     1452.,        0.0000008887,        0.0000001113,     4.605,     0.036
     1453.,        0.0000008892,        0.0000001108,     4.582,     0.036
     1454.,        0.0000008898,        0.0000001102,     4.558,     0.036
     1455.,        0.0000008904,        0.0000001096,     4.535,     0.036
     1456.,        0.0000008909,        0.0000001091,     4.511,     0.036
     1457.,        0.0000008915,        0.0000001085,     4.488,     0.036
     1458.,        0.0000008920,        0.0000001080,     4.465,     0.035
     1459.,        0.0000008926,        0.0000001074,     4.442,     0.035
     1460.,        0.0000008932,        0.0000001068,     4.419,     0.035
     1461.,        0.0000008937,        0.0000001063,     4.396,     0.035
     1462.,        0.0000008943,        0.0000001057,     4.373,     0.035
     1463.,        0.0000008948,        0.0000001052,     4.351,     0.034
     1464.,        0.0000008953,        0.0000001047,     4.328,     0.034
     1465.,        0.0000008959,        0.0000001041,     4.306,     0.034
     1466.,        0.0000008964,        0.0000001036,     4.283,     0.034
     1467.,        0.0000008969,        0.0000001031,     4.261,     0.034
     1468.,        0.0000008975,        0.0000001025,     4.239,     0.034
     1469.,        0.0000008980,        0.0000001020,     4.217,     0.033
     1470.,        0.0000008985,        0.0000001015,     4.195,     0.033
     1471.,        0.0000008991,        0.0000001009,     4.173,     0.033
     1472.,        0.0000008996,        0.0000001004,     4.152,     0.033
     1473.,        0.0000009001,        0.0000000999,     4.130,     0.033
     1474.,        0.0000009006,        0.0000000994,     4.108,     0.033
     1475.,        0.0000009011,        0.0000000989,     4.087,     0.032
     1476.,        0.0000009017,        0.0000000983,     4.066,     0.032
     1477.,        0.0000009022,        0.0000000978,     4.045,     0.032
     1478.,        0.0000009027,        0.0000000973,     4.023,     0.032
     1479.,        0.0000009032,        0.0000000968,     4.002,     0.032
     1480.,        0.0000009037,        0.0000000963,     3.982,     0.032
     1481.,        0.0000009042,        0.0000000958,     3.961,     0.031
     1482.,        0.0000009047,        0.0000000953,     3.940,     0.031
     1483.,        0.0000009052,        0.0000000948,     3.919,     0.031
     1484.,        0.0000009057,        0.0000000943,     3.899,     0.031
     1485.,        0.0000009062,        0.0000000938,     3.879,     0.031
     1486.,        0.0000009067,        0.0000000933,     3.858,     0.031
     1487.,        0.0000009071,        0.0000000929,     3.838,     0.030
     1488.,        0.0000009076,        0.0000000924,     3.818,     0.030
     1489.,        0.0000009081,        0.0000000919,     3.798,     0.030
     1490.,        0.0000009086,        0.0000000914,     3.778,     0.030
     1491.,        0.0000009091,        0.0000000909,     3.758,     0.030
     1492.,        0.0000009095,        0.0000000905,     3.738,     0.030
     1493.,        0.0000009100,        0.0000000900,     3.719,     0.030
     1494.,        0.0000009105,        0.0000000895,     3.699,     0.029
     1495.,        0.0000009110,        0.0000000890,     3.680,     0.029
     1496.,        0.0000009114,        0.0000000886,     3.660,     0.029
     1497.,        0.0000009119,        0.0000000881,     3.641,     0.029
     1498.,        0.0000009124,        0.0000000876,     3.622,     0.029
     1499.,        0.0000009128,        0.0000000872,     3.603,     0.029
     1500.,        0.0000009133,        0.0000000867,     3.584,     0.028
     1501.,        0.0000009137,        0.0000000863,     3.565,     0.028
     1502.,        0.0000009142,        0.0000000858,     3.546,     0.028
     1503.,        0.0000009146,        0.0000000854,     3.527,     0.028
     1504.,        0.0000009151,        0.0000000849,     3.509,     0.028
     1505.,        0.0000009155,        0.0000000845,     3.490,     0.028
     1506.,        0.0000009160,        0.0000000840,     3.471,     0.028
     1507.,        0.0000009164,        0.0000000836,     3.453,     0.027
     1508.,        0.0000009169,        0.0000000831,     3.435,     0.027
     1509.,        0.0000009173,        0.0000000827,     3.417,     0.027
     1510.,        0.0000009177,        0.0000000823,     3.399,     0.027
     1511.,        0.0000009182,        0.0000000818,     3.381,     0.027
     1512.,        0.0000009186,        0.0000000814,     3.363,     0.027
     1513.,        0.0000009190,        0.0000000810,     3.345,     0.027
     1514.,        0.0000009195,        0.0000000805,     3.327,     0.026
     1515.,        0.0000009199,        0.0000000801,     3.309,     0.026
     1516.,        0.0000009203,        0.0000000797,     3.292,     0.026
     1517.,        0.0000009207,        0.0000000793,     3.274,     0.026
     1518.,        0.0000009212,        0.0000000788,     3.257,     0.026
     1519.,        0.0000009216,        0.0000000784,     3.239,     0.026
     1520.,        0.0000009220,        0.0000000780,     3.222,     0.026
     1521.,        0.0000009224,        0.0000000776,     3.205,     0.025
     1522.,        0.0000009228,        0.0000000772,     3.188,     0.025
     1523.,        0.0000009232,        0.0000000768,     3.171,     0.025
     1524.,        0.0000009236,        0.0000000764,     3.154,     0.025
     1525.,        0.0000009240,        0.0000000760,     3.137,     0.025
     1526.,        0.0000009244,        0.0000000756,     3.121,     0.025
     1527.,        0.0000009248,        0.0000000752,     3.104,     0.025
     1528.,        0.0000009252,        0.0000000748,     3.087,     0.025
     1529.,        0.0000009256,        0.0000000744,     3.071,     0.024
     1530.,        0.0000009260,        0.0000000740,     3.054,     0.024
     1531.,        0.0000009264,        0.0000000736,     3.038,     0.024
     1532.,        0.0000009268,        0.0000000732,     3.022,     0.024
     1533.,        0.0000009272,        0.0000000728,     3.006,     0.024
     1534.,        0.0000009276,        0.0000000724,     2.989,     0.024
     1535.,        0.0000009280,        0.0000000720,     2.973,     0.024
     1536.,        0.0000009284,        0.0000000716,     2.958,     0.024
     1537.,        0.0000009288,        0.0000000712,     2.942,     0.023
     1538.,        0.0000009291,        0.0000000709,     2.926,     0.023
     1539.,        0.0000009295,        0.0000000705,     2.910,     0.023
     1540.,        0.0000009299,        0.0000000701,     2.895,     0.023
     1541.,        0.0000009303,        0.0000000697,     2.879,     0.023
     1542.,        0.0000009306,        0.0000000694,     2.864,     0.023
     1543.,        0.0000009310,        0.0000000690,     2.848,     0.023
     1544.,        0.0000009314,        0.0000000686,     2.833,     0.023
     1545.,        0.0000009317,        0.0000000683,     2.818,     0.022
     1546.,        0.0000009321,        0.0000000679,     2.803,     0.022
     1547.,        0.0000009325,        0.0000000675,     2.787,     0.022
     1548.,        0.0000009328,        0.0000000672,     2.772,     0.022
     1549.,        0.0000009332,        0.0000000668,     2.757,     0.022
     1550.,        0.0000009336,        0.0000000664,     2.743,     0.022
     1551.,        0.0000009339,        0.0000000661,     2.728,     0.022
     1552.,        0.0000009343,        0.0000000657,     2.713,     0.022
     1553.,        0.0000009346,        0.0000000654,     2.699,     0.021
     1554.,        0.0000009350,        0.0000000650,     2.684,     0.021
     1555.,        0.0000009353,        0.0000000647,     2.669,     0.021
     1556.,        0.0000009357,        0.0000000643,     2.655,     0.021
     1557.,        0.0000009360,        0.0000000640,     2.641,     0.021
     1558.,        0.0000009364,        0.0000000636,     2.626,     0.021
     1559.,        0.0000009367,        0.0000000633,     2.612,     0.021
     1560.,        0.0000009371,        0.0000000629,     2.598,     0.021
     1561.,        0.0000009374,        0.0000000626,     2.584,     0.021
     1562.,        0.0000009377,        0.0000000623,     2.570,     0.020
     1563.,        0.0000009381,        0.0000000619,     2.556,     0.020
     1564.,        0.0000009384,        0.0000000616,     2.542,     0.020
     1565.,        0.0000009387,        0.0000000613,     2.529,     0.020
     1566.,        0.0000009391,        0.0000000609,     2.515,     0.020
     1567.,        0.0000009394,        0.0000000606,     2.501,     0.020
     1568.,        0.0000009397,        0.0000000603,     2.488,     0.020
     1569.,        0.0000009400,        0.0000000600,     2.474,     0.020
     1570.,        0.0000009404,        0.0000000596,     2.461,     0.020
     1571.,        0.0000009407,        0.0000000593,     2.447,     0.019
     1572.,        0.0000009410,        0.0000000590,     2.434,     0.019
     1573.,        0.0000009413,        0.0000000587,     2.421,     0.019
     1574.,        0.0000009417,        0.0000000583,     2.408,     0.019
     1575.,        0.0000009420,        0.0000000580,     2.395,     0.019
     1576.,        0.0000009423,        0.0000000577,     2.382,     0.019
     1577.,        0.0000009426,        0.0000000574,     2.369,     0.019
     1578.,        0.0000009429,        0.0000000571,     2.356,     0.019
     1579.,        0.0000009432,        0.0000000568,     2.343,     0.019
     1580.,        0.0000009435,        0.0000000565,     2.330,     0.019
     1581.,        0.0000009438,        0.0000000562,     2.318,     0.018
     1582.,        0.0000009441,        0.0000000559,     2.305,     0.018
     1583.,        0.0000009444,        0.0000000556,     2.292,     0.018
     1584.,        0.0000009447,        0.0000000553,     2.280,     0.018
     1585.,        0.0000009450,        0.0000000550,     2.268,     0.018
     1586.,        0.0000009453,        0.0000000547,     2.255,     0.018
     1587.,        0.0000009456,        0.0000000544,     2.243,     0.018
     1588.,        0.0000009459,        0.0000000541,     2.231,     0.018
     1589.,        0.0000009462,        0.0000000538,     2.218,     0.018
     1590.,        0.0000009465,        0.0000000535,     2.206,     0.018
     1591.,        0.0000009468,        0.0000000532,     2.194,     0.017
     1592.,        0.0000009471,        0.0000000529,     2.182,     0.017
     1593.,        0.0000009474,        0.0000000526,     2.170,     0.017
     1594.,        0.0000009477,        0.0000000523,     2.159,     0.017
     1595.,        0.0000009480,        0.0000000520,     2.147,     0.017
     1596.,        0.0000009482,        0.0000000518,     2.135,     0.017
     1597.,        0.0000009485,        0.0000000515,     2.123,     0.017
     1598.,        0.0000009488,        0.0000000512,     2.112,     0.017
     1599.,        0.0000009491,        0.0000000509,     2.100,     0.017
     1600.,        0.0000009494,        0.0000000506,     2.089,     0.017
     1601.,        0.0000009496,        0.0000000504,     2.077,     0.017
     1602.,        0.0000009499,        0.0000000501,     2.066,     0.016
     1603.,        0.0000009502,        0.0000000498,     2.055,     0.016
     1604.,        0.0000009505,        0.0000000495,     2.043,     0.016
     1605.,        0.0000009507,        0.0000000493,     2.032,     0.016
     1606.,        0.0000009510,        0.0000000490,     2.021,     0.016
     1607.,        0.0000009513,        0.0000000487,     2.010,     0.016
     1608.,        0.0000009515,        0.0000000485,     1.999,     0.016
     1609.,        0.0000009518,        0.0000000482,     1.988,     0.016
     1610.,        0.0000009521,        0.0000000479,     1.977,     0.016
     1611.,        0.0000009523,        0.0000000477,     1.966,     0.016
     1612.,        0.0000009526,        0.0000000474,     1.955,     0.016
     1613.,        0.0000009529,        0.0000000471,     1.945,     0.015
     1614.,        0.0000009531,        0.0000000469,     1.934,     0.015
     1615.,        0.0000009534,        0.0000000466,     1.923,     0.015
     1616.,        0.0000009536,        0.0000000464,     1.913,     0.015
     1617.,        0.0000009539,        0.0000000461,     1.902,     0.015
     1618.,        0.0000009541,        0.0000000459,     1.892,     0.015
     1619.,        0.0000009544,        0.0000000456,     1.881,     0.015
     1620.,        0.0000009546,        0.0000000454,     1.871,     0.015
     1621.,        0.0000009549,        0.0000000451,     1.861,     0.015
     1622.,        0.0000009551,        0.0000000449,     1.850,     0.015
     1623.,        0.0000009554,        0.0000000446,     1.840,     0.015
     1624.,        0.0000009556,        0.0000000444,     1.830,     0.015
     1625.,        0.0000009559,        0.0000000441,     1.820,     0.015
     1626.,        0.0000009561,        0.0000000439,     1.810,     0.014
     1627.,        0.0000009564,        0.0000000436,     1.800,     0.014
     1628.,        0.0000009566,        0.0000000434,     1.790,     0.014
     1629.,        0.0000009568,        0.0000000432,     1.780,     0.014
     1630.,        0.0000009571,        0.0000000429,     1.770,     0.014
     1631.,        0.0000009573,        0.0000000427,     1.761,     0.014
     1632.,        0.0000009575,        0.0000000425,     1.751,     0.014
     1633.,        0.0000009578,        0.0000000422,     1.741,     0.014
     1634.,        0.0000009580,        0.0000000420,     1.732,     0.014
     1635.,        0.0000009582,        0.0000000418,     1.722,     0.014
     1636.,        0.0000009585,        0.0000000415,     1.713,     0.014
     1637.,        0.0000009587,        0.0000000413,     1.703,     0.014
     1638.,        0.0000009589,        0.0000000411,     1.694,     0.014
     1639.,        0.0000009592,        0.0000000408,     1.684,     0.013
     1640.,        0.0000009594,        0.0000000406,     1.675,     0.013
     1641.,        0.0000009596,        0.0000000404,     1.666,     0.013
     1642.,        0.0000009598,        0.0000000402,     1.656,     0.013
     1643.,        0.0000009600,        0.0000000400,     1.647,     0.013
     1644.,        0.0000009603,        0.0000000397,     1.638,     0.013
     1645.,        0.0000009605,        0.0000000395,     1.629,     0.013
     1646.,        0.0000009607,        0.0000000393,     1.620,     0.013
     1647.,        0.0000009609,        0.0000000391,     1.611,     0.013
     1648.,        0.0000009611,        0.0000000389,     1.602,     0.013
     1649.,        0.0000009614,        0.0000000386,     1.593,     0.013
     1650.,        0.0000009616,        0.0000000384,     1.585,     0.013
     1651.,        0.0000009618,        0.0000000382,     1.576,     0.013
     1652.,        0.0000009620,        0.0000000380,     1.567,     0.012
     1653.,        0.0000009622,        0.0000000378,     1.558,     0.012
     1654.,        0.0000009624,        0.0000000376,     1.550,     0.012
     1655.,        0.0000009626,        0.0000000374,     1.541,     0.012
     1656.,        0.0000009628,        0.0000000372,     1.533,     0.012
     1657.,        0.0000009630,        0.0000000370,     1.524,     0.012
     1658.,        0.0000009632,        0.0000000368,     1.516,     0.012
     1659.,        0.0000009634,        0.0000000366,     1.507,     0.012
     1660.,        0.0000009636,        0.0000000364,     1.499,     0.012
     1661.,        0.0000009638,        0.0000000362,     1.490,     0.012
     1662.,        0.0000009640,        0.0000000360,     1.482,     0.012
     1663.,        0.0000009642,        0.0000000358,     1.474,     0.012
     1664.,        0.0000009644,        0.0000000356,     1.466,     0.012
     1665.,        0.0000009646,        0.0000000354,     1.458,     0.012
     1666.,        0.0000009648,        0.0000000352,     1.450,     0.012
     1667.,        0.0000009650,        0.0000000350,     1.441,     0.011
     1668.,        0.0000009652,        0.0000000348,     1.433,     0.011
     1669.,        0.0000009654,        0.0000000346,     1.425,     0.011
     1670.,        0.0000009656,        0.0000000344,     1.418,     0.011
     1671.,        0.0000009658,        0.0000000342,     1.410,     0.011
     1672.,        0.0000009660,        0.0000000340,     1.402,     0.011
     1673.,        0.0000009662,        0.0000000338,     1.394,     0.011
     1674.,        0.0000009664,        0.0000000336,     1.386,     0.011
     1675.,        0.0000009666,        0.0000000334,     1.379,     0.011
     1676.,        0.0000009667,        0.0000000333,     1.371,     0.011
     1677.,        0.0000009669,        0.0000000331,     1.363,     0.011
     1678.,        0.0000009671,        0.0000000329,     1.356,     0.011
     1679.,        0.0000009673,        0.0000000327,     1.348,     0.011
     1680.,        0.0000009675,        0.0000000325,     1.341,     0.011
     1681.,        0.0000009677,        0.0000000323,     1.333,     0.011
     1682.,        0.0000009678,        0.0000000322,     1.326,     0.011
     1683.,        0.0000009680,        0.0000000320,     1.318,     0.011
     1684.,        0.0000009682,        0.0000000318,     1.311,     0.010
     1685.,        0.0000009684,        0.0000000316,     1.304,     0.010
     1686.,        0.0000009685,        0.0000000315,     1.296,     0.010
     1687.,        0.0000009687,        0.0000000313,     1.289,     0.010
     1688.,        0.0000009689,        0.0000000311,     1.282,     0.010
     1689.,        0.0000009691,        0.0000000309,     1.275,     0.010
     1690.,        0.0000009692,        0.0000000308,     1.268,     0.010
     1691.,        0.0000009694,        0.0000000306,     1.261,     0.010
     1692.,        0.0000009696,        0.0000000304,     1.253,     0.010
     1693.,        0.0000009698,        0.0000000302,     1.246,     0.010
     1694.,        0.0000009699,        0.0000000301,     1.240,     0.010
     1695.,        0.0000009701,        0.0000000299,     1.233,     0.010
     1696.,        0.0000009703,        0.0000000297,     1.226,     0.010
     1697.,        0.0000009704,        0.0000000296,     1.219,     0.010
     1698.,        0.0000009706,        0.0000000294,     1.212,     0.010
     1699.,        0.0000009708,        0.0000000292,     1.205,     0.010
     1700.,        0.0000009709,        0.0000000291,     1.199,     0.010
     1701.,        0.0000009711,        0.0000000289,     1.192,     0.010
     1702.,        0.0000009712,        0.0000000288,     1.185,     0.009
     1703.,        0.0000009714,        0.0000000286,     1.179,     0.009
     1704.,        0.0000009716,        0.0000000284,     1.172,     0.009
     1705.,        0.0000009717,        0.0000000283,     1.165,     0.009
     1706.,        0.0000009719,        0.0000000281,     1.159,     0.009
     1707.,        0.0000009720,        0.0000000280,     1.152,     0.009
     1708.,        0.0000009722,        0.0000000278,     1.146,     0.009
     1709.,        0.0000009723,        0.0000000277,     1.139,     0.009
     1710.,        0.0000009725,        0.0000000275,     1.133,     0.009
     1711.,        0.0000009727,        0.0000000273,     1.127,     0.009
     1712.,        0.0000009728,        0.0000000272,     1.120,     0.009
     1713.,        0.0000009730,        0.0000000270,     1.114,     0.009
     1714.,        0.0000009731,        0.0000000269,     1.108,     0.009
     1715.,        0.0000009733,        0.0000000267,     1.102,     0.009
     1716.,        0.0000009734,        0.0000000266,     1.096,     0.009
     1717.,        0.0000009736,        0.0000000264,     1.089,     0.009
     1718.,        0.0000009737,        0.0000000263,     1.083,     0.009
     1719.,        0.0000009739,        0.0000000261,     1.077,     0.009
     1720.,        0.0000009740,        0.0000000260,     1.071,     0.009
     1721.,        0.0000009741,        0.0000000259,     1.065,     0.008
     1722.,        0.0000009743,        0.0000000257,     1.059,     0.008
     1723.,        0.0000009744,        0.0000000256,     1.053,     0.008
     1724.,        0.0000009746,        0.0000000254,     1.047,     0.008
     1725.,        0.0000009747,        0.0000000253,     1.041,     0.008
     1726.,        0.0000009749,        0.0000000251,     1.036,     0.008
     1727.,        0.0000009750,        0.0000000250,     1.030,     0.008
     1728.,        0.0000009751,        0.0000000249,     1.024,     0.008
     1729.,        0.0000009753,        0.0000000247,     1.018,     0.008
     1730.,        0.0000009754,        0.0000000246,     1.013,     0.008
     1731.,        0.0000009756,        0.0000000244,     1.007,     0.008
     1732.,        0.0000009757,        0.0000000243,     1.001,     0.008
     1733.,        0.0000009758,        0.0000000242,     0.996,     0.008
     1734.,        0.0000009760,        0.0000000240,     0.990,     0.008
     1735.,        0.0000009761,        0.0000000239,     0.984,     0.008
     1736.,        0.0000009762,        0.0000000238,     0.979,     0.008
     1737.,        0.0000009764,        0.0000000236,     0.973,     0.008
     1738.,        0.0000009765,        0.0000000235,     0.968,     0.008
     1739.,        0.0000009766,        0.0000000234,     0.962,     0.008
     1740.,        0.0000009768,        0.0000000232,     0.957,     0.008
     1741.,        0.0000009769,        0.0000000231,     0.952,     0.008
     1742.,        0.0000009770,        0.0000000230,     0.946,     0.008
     1743.,        0.0000009772,        0.0000000228,     0.941,     0.008
     1744.,        0.0000009773,        0.0000000227,     0.936,     0.007
     1745.,        0.0000009774,        0.0000000226,     0.930,     0.007
     1746.,        0.0000009775,        0.0000000225,     0.925,     0.007
     1747.,        0.0000009777,        0.0000000223,     0.920,     0.007
     1748.,        0.0000009778,        0.0000000222,     0.915,     0.007
     1749.,        0.0000009779,        0.0000000221,     0.910,     0.007
     1750.,        0.0000009780,        0.0000000220,     0.905,     0.007
     1751.,        0.0000009782,        0.0000000218,     0.899,     0.007
     1752.,        0.0000009783,        0.0000000217,     0.894,     0.007
     1753.,        0.0000009784,        0.0000000216,     0.889,     0.007
     1754.,        0.0000009785,        0.0000000215,     0.884,     0.007
     1755.,        0.0000009787,        0.0000000213,     0.879,     0.007
     1756.,        0.0000009788,        0.0000000212,     0.874,     0.007
     1757.,        0.0000009789,        0.0000000211,     0.869,     0.007
     1758.,        0.0000009790,        0.0000000210,     0.865,     0.007
     1759.,        0.0000009791,        0.0000000209,     0.860,     0.007
     1760.,        0.0000009792,        0.0000000208,     0.855,     0.007
     1761.,        0.0000009794,        0.0000000206,     0.850,     0.007
     1762.,        0.0000009795,        0.0000000205,     0.845,     0.007
     1763.,        0.0000009796,        0.0000000204,     0.840,     0.007
     1764.,        0.0000009797,        0.0000000203,     0.836,     0.007
     1765.,        0.0000009798,        0.0000000202,     0.831,     0.007
     1766.,        0.0000009799,        0.0000000201,     0.826,     0.007
     1767.,        0.0000009801,        0.0000000199,     0.822,     0.007
     1768.,        0.0000009802,        0.0000000198,     0.817,     0.007
     1769.,        0.0000009803,        0.0000000197,     0.812,     0.006
     1770.,        0.0000009804,        0.0000000196,     0.808,     0.006
     1771.,        0.0000009805,        0.0000000195,     0.803,     0.006
     1772.,        0.0000009806,        0.0000000194,     0.799,     0.006
     1773.,        0.0000009807,        0.0000000193,     0.794,     0.006
     1774.,        0.0000009808,        0.0000000192,     0.790,     0.006
     1775.,        0.0000009809,        0.0000000191,     0.785,     0.006
     1776.,        0.0000009810,        0.0000000190,     0.781,     0.006
     1777.,        0.0000009812,        0.0000000188,     0.776,     0.006
     1778.,        0.0000009813,        0.0000000187,     0.772,     0.006
     1779.,        0.0000009814,        0.0000000186,     0.768,     0.006
     1780.,        0.0000009815,        0.0000000185,     0.763,     0.006
     1781.,        0.0000009816,        0.0000000184,     0.759,     0.006
     1782.,        0.0000009817,        0.0000000183,     0.755,     0.006
     1783.,        0.0000009818,        0.0000000182,     0.750,     0.006
     1784.,        0.0000009819,        0.0000000181,     0.746,     0.006
     1785.,        0.0000009820,        0.0000000180,     0.742,     0.006
     1786.,        0.0000009821,        0.0000000179,     0.738,     0.006
     1787.,        0.0000009822,        0.0000000178,     0.734,     0.006
     1788.,        0.0000009823,        0.0000000177,     0.729,     0.006
     1789.,        0.0000009824,        0.0000000176,     0.725,     0.006
     1790.,        0.0000009825,        0.0000000175,     0.721,     0.006
     1791.,        0.0000009826,        0.0000000174,     0.717,     0.006
     1792.,        0.0000009827,        0.0000000173,     0.713,     0.006
     1793.,        0.0000009828,        0.0000000172,     0.709,     0.006
     1794.,        0.0000009829,        0.0000000171,     0.705,     0.006
     1795.,        0.0000009830,        0.0000000170,     0.701,     0.006
     1796.,        0.0000009831,        0.0000000169,     0.697,     0.006
     1797.,        0.0000009832,        0.0000000168,     0.693,     0.006
     1798.,        0.0000009833,        0.0000000167,     0.689,     0.005
     1799.,        0.0000009834,        0.0000000166,     0.685,     0.005
     1800.,        0.0000009835,        0.0000000165,     0.681,     0.005
     1801.,        0.0000009835,        0.0000000165,     0.678,     0.005
     1802.,        0.0000009836,        0.0000000164,     0.674,     0.005
     1803.,        0.0000009837,        0.0000000163,     0.670,     0.005
     1804.,        0.0000009838,        0.0000000162,     0.666,     0.005
     1805.,        0.0000009839,        0.0000000161,     0.662,     0.005
     1806.,        0.0000009840,        0.0000000160,     0.659,     0.005
     1807.,        0.0000009841,        0.0000000159,     0.655,     0.005
     1808.,        0.0000009842,        0.0000000158,     0.651,     0.005
     1809.,        0.0000009843,        0.0000000157,     0.648,     0.005
     1810.,        0.0000009844,        0.0000000156,     0.644,     0.005
     1811.,        0.0000009845,        0.0000000155,     0.640,     0.005
     1812.,        0.0000009845,        0.0000000155,     0.637,     0.005
     1813.,        0.0000009846,        0.0000000154,     0.633,     0.005
     1814.,        0.0000009847,        0.0000000153,     0.629,     0.005
     1815.,        0.0000009848,        0.0000000152,     0.626,     0.005
     1816.,        0.0000009849,        0.0000000151,     0.622,     0.005
     1817.,        0.0000009850,        0.0000000150,     0.619,     0.005
     1818.,        0.0000009851,        0.0000000149,     0.615,     0.005
     1819.,        0.0000009851,        0.0000000149,     0.612,     0.005
     1820.,        0.0000009852,        0.0000000148,     0.608,     0.005
     1821.,        0.0000009853,        0.0000000147,     0.605,     0.005
     1822.,        0.0000009854,        0.0000000146,     0.601,     0.005
